product_name,selling_price_inr,mrp_inr,discount_as_listed,discount_calculated,star_rating,specs,category,platform,source_url,scraped_at
"ASUS Vivobook 15 (2025) with Touchscreen & Backlit Keyboard, Intel Core i3 13th Gen 1315U - (8 GB/512 ...",49990,55990,10,10.72,4.3,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-22 16:12:49
Lenovo LOQ Essential Intel Core i7 12650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,99990,109990,9,9.09,4.2,Intel Core i7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-22 16:12:49
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 H...",46990,54990,14,14.55,4.3,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-22 16:12:49
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | ...,40990,50990,19,19.61,4.2,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-22 16:12:49
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,71990,83990,14,14.29,4.4,AMD Ryzen 7 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-22 16:12:49
Acer NITRO LITE 16 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,62990,84999,25,25.89,4.4,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=2,2026-04-22 16:12:49
Lenovo IdeaPad 1 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 1 15IJL7 Th...,42900,49000,12,12.45,4.1,Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
DELL G15 Microsoft Office Home 2024 Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6...,83123,105000,20,20.84,4.2,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",58990,75000,21,21.35,4.3,"Intel Core 5 Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
Lenovo IdeaPad Slim 3 with 1Yr ADP Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) ...,61900,71996,14,14.02,4.2,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
Lenovo Chromebook Intel Pentium Quad Core N100 - (4 GB/128 GB EMMC Storage/Chrome OS) 14IAN8 Chromeboo...,18990,36690,48,48.24,3.8,Intel Pentium Quad Core Processor4 GB LPDDR5 RAMChrome Operating System35.56 cm (14 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,54947,83000,33,33.8,4.2,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
DELL 15 Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 35...,51061,69999,27,27.05,4.3,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
ASUS Expertbook P1 with 1 Yr ADP Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) P15...,52690,74990,29,29.74,4.3,"Intel Core i3 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) A324-53 Thin and Light L...,57990,64990,10,10.77,4.3,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-428IN Busi...,42999,65990,34,34.84,4.4,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD38.1 cm (15 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ131WS | ...,39990,43990,9,9.09,4.3,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
Lenovo AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15ABR8 Laptop,54990,72690,24,24.35,3.7,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
ASUS Expertbook P3 Metal High-performance processor with 1 Yr ADP Intel Core i7 13th Gen 13620H - (32 ...,84990,119990,29,29.17,4.3,"Intel Core i7 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 82XM00QD...,55999,60747,7,7.82,4.5,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home 20241 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=3,2026-04-22 16:13:01
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a...,54990,76690,28,28.3,4.1,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
Acer TravelLite AMD Ryzen 5 7430U - (16 GB/512 GB SSD/Windows 11 Home) TL04-41M Notebook,48990,60990,19,19.68,3.9,AMD Ryzen 5 Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Display3 Years Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
HP 250R G10 (2025) (i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11 Home) 250R G...,46980,66990,29,29.87,4.3,"Intel Core 3 Processor (14th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
ASUS Expertbook P1 with 1 Yr ADP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P150...,46990,69990,32,32.86,4.3,"Intel Core i3 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
DELL G15 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,76990,93021,17,17.23,4.2,"Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayAlienware Command Center,Dell Support Assist)1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
Ultimus APEX BOLD N Intel Pentium Quad Core N4200 - (8 GB/256 GB SSD/Windows 11 Home) NU14U9INC54LS-CS...,23990,35990,33,33.34,2.2,Intel Pentium Quad Core Processor8 GB DDR3 RAM64 bit Windows 11 Home Operating System256 GB SSD35.81 cm (14.1 Inch) DisplayPre loaded windows APP1 Year Manufacturing Warranty (Battery And Charger Only 6 Month Warranty),laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...",46990,54990,14,14.55,4.3,"Intel Core i3 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,72990,99999,27,27.01,4.3,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Intel Core Ultra 5 22...",73871,92990,20,20.56,4.4,"Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), 
McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD...,64990,82690,21,21.41,4.4,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
Acer Swift Neo 14 Office 2024 + M365 Basic Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home...,58990,99999,41,41.01,4.2,Intel Core Ultra 5 Processor16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
HP EliteBook 845 G11 AMD Ryzen 5 8540U - (16 GB/512 GB SSD/Windows 11 Pro) EliteBook 845 G11 Business ...,61149,96990,36,36.95,4.3,AMD Ryzen 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
HP G9 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 250R G9 Business Laptop,54999,59999,8,8.33,4,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS OFFICE1 year Onsite Warrenty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
Lenovo IdeaPad Slim 3 WUXGA IPS Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15I...,67990,85000,20,20.01,4.4,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 Inch) DisplayMicrosoft Office Home 20241 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,29990,32990,9,9.09,3.8,Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System128 GB SSD29.46 cm (11.6 Inch) Display1 Year Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
HP Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) 15-fd0552TU Thin and Light Laptop,67732,76990,12,12.02,3.9,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMSO Home 2024 + 1yr M365 Basic & MISC PC Game Pass DA 3M1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=4,2026-04-22 16:13:12
Acer Aspire 14 Office 2024 + M365 Basic Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 H...,60990,74999,18,18.68,4.3,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
HP 15 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 G10 Thin and Light ...,41990,49990,16,16.0,4,"AMD Athlon Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System256 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
"ASUS TUF Gaming F16 (2025) for Creator with MSO 2024+M365 Basic*,AI PC,(i5 14th Gen) Intel Core 5 210H...",86990,107990,19,19.45,4.4,"Intel Core 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year, Xbox Game Pass for 3 months1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,27990,32295,13,13.33,4,Intel Celeron Dual Core Processor4 GB LPDDR4 RAM64 bit Chrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
ASUS Vivobook (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-BQ1542WS T...,51990,73990,29,29.73,4.4,Intel Core 5 Processor16 GB DDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Limited Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
Lenovo IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH...,61999,78590,21,21.11,4.3,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
Infinix Inbook Y2 Plus Intel Core i7 11th Gen 1195G7 - (16 GB/512 GB SSD/Windows 11 Home) XL29 Thin an...,45990,69990,34,34.29,4.1,Intel Core i7 Processor (11th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayNA1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
Primebook 2 Neo (2025) in-Built AI MediaTek Helio G99 (MT8781) - (6 GB/128 GB/Android 15) PBG9911128#B...,19990,24990,20,20.01,4.3,MediaTek Helio G99 (MT8781) Processor6 GB LPDDR4 RAM64 bit Android Operating System29.46 cm (11.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Ho...",39990,69990,42,42.86,4.2,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15AHP1...,76990,94890,18,18.86,4.4,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
Acer Predator Helios Neo 16S AI Intel Core Ultra 7 255 HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graph...,168960,195999,13,13.8,4.8,Intel Core Ultra 7 Processor16 GB DDR5 RAM64 bit Windows 11 Home Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...",48990,50990,3,3.92,4.3,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen - (16 GB/512 GB SSD/Wind...,53990,54990,1,1.82,4.3,Intel Core i3 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) 14-ep1151TU/14-gr1036TU/14-ep...,77098,95999,19,19.69,4.1,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-22 16:13:23
"boAt Rockerz 412, 60H Battery,40ms Latency,ENx, Stream ...4.2(4,09,065)₹1,499₹2,99950% offBank OfferAdd to Compare",1499,2999,50,50.02,4.2,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-22 16:13:35
"PTron Studio w/ 60hrs Playtime, HD Mic, 40mm Drivers, D...3.9(1,867)₹649₹2,59975% offBank OfferAdd to Compare",649,2599,75,75.03,3.9,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-22 16:13:35
"ZEBRONICS Zeb- Thunder, With 60H Backup, BT v5.3, Gamin...4(1,37,706)₹799₹1,69952% offBank OfferAdd to Compare",799,1699,52,52.97,4,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-22 16:13:35
"F FERONS Compact Foldable Headphone Crystal Crisp Clear...3.8(24,440)₹295₹2,59988% offOnly few leftAdd to Compare",295,2599,88,88.65,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-22 16:13:35
"Noise TWO with 50 Hours Playtime, Low latency (up to 42...4(19,356)₹1,699₹4,99966% offBank OfferAdd to Compare",1699,4999,66,66.01,4,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-22 16:13:35
"FRONY SH12 Premium (Bluetooth Headset) with Noise Cance...3.5(343)₹453₹1,20062% offSuper DealsAdd to Compare",453,1200,62,62.25,3.5,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-22 16:13:35
"F FERONS Foldable Headphone Stylish & Durable High Qual...3.8(24,440)₹297₹2,59988% offOnly few leftAdd to Compare",297,2599,88,88.57,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-22 16:13:35
"TWS Gaming Bluetooth Headphones with Deep Bass and Arou...3.5(6)₹412₹4,19990% offOnly few leftAdd to Compare",412,4199,90,90.19,3.5,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-22 16:13:35
"Flipkart SmartBuy FKBT02 Bluetooth4.1(1,627)₹1,138₹2,34951% offOnly 1 leftAdd to Compare",1138,2349,51,51.55,4.1,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-22 16:13:35
"TRIGGR Trinity 3 with Fabric Finish, Dual Pairing, 50H ...4(1,097)₹1,299₹3,99967% offSuper DealsAdd to Compare",1299,3999,67,67.52,4,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-22 16:13:35
Techobucks Branded P47 Wireless Active Noise Cancellati...4.1(8)₹322₹99967% offOnly few leftAdd to Compare,322,999,67,67.77,4.1,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-22 16:13:47
Jmax JM-TWS | 20H Music |Clear Sound| 200mAh Case | 5H ...₹239₹99976% offOnly few leftAdd to Compare,239,999,76,76.08,3.5,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-22 16:13:47
"F FERONS Portable Foldable Headphon Clear Sound Comfort...3.8(24,440)₹297₹2,59988% offOnly few leftAdd to Compare",297,2599,88,88.57,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-22 16:13:47
Garena BEST P47 Wireless Over-ear Headphone True Dynami...5(3)₹316₹99968% offBank OfferAdd to Compare,316,999,68,68.37,5,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-22 16:13:47
DAILYNEEDSENTERPRISES P9 Wireless Bluetooth Headphones ...3.2(83)₹431₹99956% offOnly few leftAdd to Compare,431,999,56,56.86,3.2,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-22 16:13:47
Jmax JM Tws | 20H Music |Clear Sound| 200mAh Case | 5H ...₹239₹99976% offOnly few leftAdd to Compare,239,999,76,76.08,4.1,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-22 16:13:47
"Clairbell 447O_sunglass Over the head Bluetooth Headset...₹691₹1,79961% offOnly few leftAdd to Compare",691,1799,61,61.59,4.3,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-22 16:13:47
Ovista P9 HDP Bluetooth & Wired₹398₹99960% offOnly few leftAdd to Compare,398,999,60,60.16,3.6,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-22 16:13:58
"NECKTECH bullet-z2 a1 Bluetooth3.6(125)₹283₹1,49981% offOnly few leftAdd to Compare",283,1499,81,81.12,3.6,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-22 16:13:58
"YAROH SH12 Premium (Bluetooth Headset) with Noise Cance...3.9(56)₹453₹1,20062% offSuper DealsAdd to Compare",453,1200,62,62.25,3.9,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-22 16:13:58
