product_name,selling_price_inr,mrp_inr,discount_as_listed,discount_calculated,star_rating,specs,category,platform,source_url,scraped_at,num_reviews,price_band,discount_band,savings_inr
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a,38990,53000.0,26.0,26.43,4.2,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Domestic Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Premium,Medium (10-30%),14010.0
HP OMEN AI AMD Ryzen AI 7 Octa Core AI 7 350 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge,134990,162996.0,17.0,17.18,4.5,AMD Ryzen AI 7 Octa Core Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Premium,Medium (10-30%),28006.0
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb,27990,32295.0,13.0,13.33,4.0,Intel Celeron Dual Core Processor4 GB LPDDR4 RAM64 bit Chrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Mid Range,Medium (10-30%),4305.0
HP OmniBook 5 OLED Next-Gen AI Laptop Snapdragon X - (16 GB/1 TB SSD/Windows 11 Home) 16-fb0001QU Thin,76584,88225.0,13.0,13.19,4.3,Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Premium,Medium (10-30%),11641.0
ASUS TUF Gaming A15 AMD Ryzen 7 Hexa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI,64990,86990.0,25.0,25.29,4.4,AMD Ryzen 7 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Premium,Medium (10-30%),22000.0
HP OMEN (i7 14th Gen) Intel Core 7 240H - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce,131990,146134.0,9.0,9.68,4.4,Intel Core 7 Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,laptops,Flipkart,https://www.flipkart.com/search?q=laptops&page=5,2026-04-21 15:32:54,,Premium,Low (0-10%),14144.0
"TRIGGR Trinity 3 with Fabric Finish, Dual Pairing, 50H ...4(1,089)",1199,3999.0,70.0,70.02,4.0,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-21 15:33:06,,Budget,High (30%+),2800.0
"PTron Studio Pro w/ 65hrs Playtime, AI-ENC Calls, Prist...4(2,056)",749,2599.0,71.0,71.18,4.0,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-21 15:33:06,,Budget,High (30%+),1850.0
F FERONS Wireless Running Premium Deep Bass Noise Cance,295,2599.0,88.0,88.65,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-21 15:33:06,,Budget,High (30%+),2304.0
F FERONS Compact Foldable Headphone Crystal Crisp Clear,295,2599.0,88.0,88.65,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-21 15:33:06,,Budget,High (30%+),2304.0
"TRIGGR Trinity 2 with Dual Pairing, ENC, Fast Charge, 5",799,2999.0,73.0,73.36,3.9,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-21 15:33:06,,Budget,High (30%+),2200.0
FRONY SH12 Premium (Bluetooth Headset) with Noise Cance,453,1200.0,62.0,62.25,3.5,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-21 15:33:06,,Budget,High (30%+),747.0
F FERONS Foldable Headphone Stylish & Durable High Qual,297,2599.0,88.0,88.57,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-21 15:33:06,,Budget,High (30%+),2302.0
skm 48 Hours Playtime Bluetooth Wireless Neckband Headp,477,999.0,52.0,52.25,3.9,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-21 15:33:06,,Budget,High (30%+),522.0
Flipkart SmartBuy FKBT02 Bluetooth,1138,2349.0,51.0,51.55,4.1,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-21 15:33:06,,Budget,High (30%+),1211.0
house of common Travel Fold Bluetooth Deep Bass Dynamic,385,3499.0,88.0,89.0,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=1,2026-04-21 15:33:06,,Budget,High (30%+),3114.0
"boAt Rockerz 412, 60H Battery,40ms Latency,ENx, Stream",1499,2999.0,50.0,50.02,4.2,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-21 15:33:19,,Budget,High (30%+),1500.0
"JBL Tune 770NC Active Noise Cancelling, 70Hr Playtime,",4999,9999.0,50.0,50.01,4.3,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-21 15:33:19,,Budget,High (30%+),5000.0
Techpunch NEW TRENDING BLUETOOTH HEADPHONE WITH MIC FOR,297,999.0,70.0,70.27,3.5,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-21 15:33:19,,Budget,High (30%+),702.0
Jmax JM-TWS | 20H Music |Clear Sound| 200mAh Case | 5H,239,999.0,76.0,76.08,3.7,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-21 15:33:19,,Budget,High (30%+),760.0
"Noise TWO with 50 Hours Playtime, Low latency (up to 42...4(19,338)",1699,4999.0,66.0,66.01,4.0,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-21 15:33:19,,Budget,High (30%+),3300.0
Techobucks Bluetooth Portable over-ear Headphones with,322,999.0,67.0,67.77,3.6,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-21 15:33:19,,Budget,High (30%+),677.0
"PTron Studio Pro w/ 65hrs Playtime, AI-ENC Calls, Prist...4(2,056)",749,2599.0,71.0,71.18,4.0,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-21 15:33:19,,Budget,High (30%+),1850.0
"boAt Rockerz 512 ANC, 40dB Hybrid ANC, 80H Battery, ENx",2899,7990.0,63.0,63.72,4.3,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-21 15:33:19,,Budget,High (30%+),5091.0
"Noise TWO with 50 Hours Playtime, Low latency (up to 40...4(19,338)",1699,4999.0,66.0,66.01,4.0,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=2,2026-04-21 15:33:19,,Budget,High (30%+),3300.0
"boAt Rockerz Prime 415, 360 Spatial Audio,120H Battery,",1999,3999.0,50.0,50.01,4.2,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-21 15:33:31,,Budget,High (30%+),2000.0
VEDRID BEST SALE PORTABLE LEIGHTWEIGHT THUNDER SOUND GA,283,899.0,68.0,68.52,4.7,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-21 15:33:31,,Budget,High (30%+),616.0
MasterGogo Bullets Z2 - MAGNETIC POWER OFF/ON 52Hr Play,328,1499.0,78.0,78.12,3.6,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-21 15:33:31,,Budget,High (30%+),1171.0
"boAt Rockerz Plus 550, Customizable Earcups,100H Batter",1999,4990.0,59.0,59.94,4.1,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-21 15:33:31,,Budget,High (30%+),2991.0
"boAt Rockerz 411,40H Battery, 40ms Latency, Stream Ad F",1299,2999.0,56.0,56.69,4.1,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-21 15:33:31,,Budget,High (30%+),1700.0
YAROH SH12 Premium (Bluetooth Headset) with Noise Cance,468,1200.0,61.0,61.0,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-21 15:33:31,,Budget,High (30%+),732.0
"Leaf Bass Over-Ear Headphones,30H Battery,38mm Drivers,",799,3999.0,80.0,80.02,3.7,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-21 15:33:31,,Budget,High (30%+),3200.0
Ovista P9 HDP Bluetooth & Wired,398,999.0,60.0,60.16,4.2,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-21 15:33:31,,Budget,High (30%+),601.0
"JBL Tune 520 BT 57Hr Playtime, Pure Bass, Multi Connect",2999,4999.0,40.0,40.01,4.1,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-21 15:33:42,,Budget,High (30%+),2000.0
house of common Adaptive EQ & Noise-Canceling Headphone,429,4199.0,89.0,89.78,3.5,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-21 15:33:42,,Budget,High (30%+),3770.0
Metaind Meta_MT30 Wired,1236,2799.0,55.0,55.84,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-21 15:33:42,,Budget,High (30%+),1563.0
Metaind Meta_MT50 Wired4(36),1279,3499.0,63.0,63.45,4.0,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-21 15:33:42,,Budget,High (30%+),2220.0
MasterGogo Bullets Zs Edition High Bass 48Hr Playtime B,292,1499.0,80.0,80.52,4.3,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-21 15:33:42,,Budget,High (30%+),1207.0
"JBL Live 770NC with ANC, 65Hr Playtime,Speed-charge,BT",9999,14999.0,33.0,33.34,4.3,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-21 15:33:42,,Budget,High (30%+),5000.0
JBL T450BT Extra Bass with Voice Assistant Support Ligh,2370,3499.0,32.0,32.27,4.2,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-21 15:33:53,,Budget,High (30%+),1129.0
Beats Solo3 Wireless Headphones with Mic Bluetooth,17900,19900.0,10.0,10.05,4.5,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-21 15:33:53,,Mid Range,Medium (10-30%),2000.0
NECKTECH z2 bullets neckband Bluetooth,283,459.0,38.0,38.34,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-21 15:33:53,,Budget,High (30%+),176.0
"Noise Airwave Max 4 with 70 Hours Playtime,ENC wiith Du",2499,5999.0,58.0,58.34,3.9,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-21 15:33:53,,Budget,High (30%+),3500.0
Coming SoonboAt Immortal IM1300 Bluetooth Gaming,3499,9990.0,64.0,64.97,3.7,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-21 15:33:53,,Budget,High (30%+),6491.0
NECKTECH Bullet-green-a1 Bluetooth,299,899.0,66.0,66.74,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-21 15:33:53,,Budget,High (30%+),600.0
TABARET Best Buy Headphone Multifunctional Stereo Wirel,297,999.0,70.0,70.27,3.5,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-21 15:33:53,,Budget,High (30%+),702.0
"MOTOROLA g35 5G (Leaf Green, 128 GB)",12489,12499.0,0.08,0.08,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(1,34,956)",Mid Range,Low (0-10%),10.0
"MOTOROLA g06 power (Pantone tapestry, 64 GB)",9989,9999.0,0.1,0.1,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(14,251)",Budget,Low (0-10%),10.0
"MOTOROLA g35 5G (Midnight Black, 128 GB)",12489,12499.0,0.08,0.08,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(1,34,956)",Mid Range,Low (0-10%),10.0
"Google Pixel 9A (Obsidian, 256 GB)",39989,49999.0,20.0,20.02,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(10,197)",Premium,Medium (10-30%),10010.0
"Apple iPhone 15 (Pink, 128 GB)",59890,59900.0,0.02,0.02,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(2,74,062)",Premium,Low (0-10%),10.0
"MOTOROLA g57 power 5G (Pantone Regatta, 128 GB)",15989,17999.0,11.0,11.17,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(40,902)",Mid Range,Medium (10-30%),2010.0
"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",13989,15499.0,9.0,9.74,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(24,157)",Mid Range,Low (0-10%),1510.0
"vivo T5x 5G (Cyber Green, 128 GB)",24989,30999.0,19.0,19.39,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(8,294)",Mid Range,Medium (10-30%),6010.0
"vivo T5x 5G (Cyber Green, 128 GB)",22989,28999.0,20.0,20.72,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(7,458)",Mid Range,Medium (10-30%),6010.0
"vivo T5x 5G (Star Silver, 128 GB)",22989,28999.0,20.0,20.72,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(7,458)",Mid Range,Medium (10-30%),6010.0
"POCO C75 5G (Silver Stardust, 64 GB)",10989,10999.0,0.09,0.09,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(1,63,497)",Mid Range,Low (0-10%),10.0
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",12489,13999.0,10.0,10.79,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(46,284)",Mid Range,Medium (10-30%),1510.0
"MOTOROLA g35 5G (Guava Red, 128 GB)",12489,12499.0,0.08,0.08,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(1,34,956)",Mid Range,Low (0-10%),10.0
"realme P4 Lite (Beach Gold, 64 GB)",9989,12999.0,23.0,23.16,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(1,857)",Budget,Medium (10-30%),3010.0
"realme P4 Lite (Sea Blue, 64 GB)",9989,12999.0,23.0,23.16,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(1,857)",Budget,Medium (10-30%),3010.0
"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",12489,13999.0,10.0,10.79,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(46,284)",Mid Range,Medium (10-30%),1510.0
"POCO C75 5G (Enchanted Green, 64 GB)",10989,10999.0,0.09,0.09,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(1,63,497)",Mid Range,Low (0-10%),10.0
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",13989,15499.0,9.0,9.74,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(24,157)",Mid Range,Low (0-10%),1510.0
"MOTOROLA G96 5G (Pantone Greener Pastures, 128 GB)",18989,20999.0,9.0,9.57,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(98,583)",Mid Range,Low (0-10%),2010.0
"Samsung Galaxy F36 5G (Black, 128 GB)",18989,22999.0,17.0,17.44,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(10,932)",Mid Range,Medium (10-30%),4010.0
"realme P4 Lite 5G (Mosaic Green, 128 GB)",16489,22999.0,28.0,28.31,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,(542),Mid Range,Medium (10-30%),6510.0
"realme P4 Lite 5G (Mosaic Green, 64 GB)",13489,19999.0,32.0,32.55,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(1,480)",Mid Range,High (30%+),6510.0
"realme P4 Lite 5G (Mosaic Blue, 64 GB)",13489,19999.0,32.0,32.55,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(1,480)",Mid Range,High (30%+),6510.0
"MOTOROLA g57 power 5G (Pantone Fluidity, 128 GB)",15989,17999.0,11.0,11.17,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=1,2026-04-21 17:20:35,"(40,902)",Mid Range,Medium (10-30%),2010.0
"Ai+ Pulse 2 (Purple, 64 GB)",8489,10999.0,22.0,22.82,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(3,127)",Budget,Medium (10-30%),2510.0
"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)",18989,20999.0,9.0,9.57,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(98,583)",Mid Range,Low (0-10%),2010.0
"realme P4 Lite 5G (Mosaic Green, 128 GB)",14489,20999.0,31.0,31.0,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(1,480)",Mid Range,High (30%+),6510.0
"OnePlus Nord 6 (Pitch Black, 256 GB)",39490,52999.0,25.0,25.49,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,(86),Premium,Medium (10-30%),13509.0
"realme P4 5G (Steel Grey, 128 GB)",20989,20999.0,0.05,0.05,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(23,080)",Mid Range,Low (0-10%),10.0
"realme P4 5G (Engine Blue, 128 GB)",20989,20999.0,0.05,0.05,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(23,080)",Mid Range,Low (0-10%),10.0
"vivo T4R 5G (Twilight Blue, 256 GB)",26989,26999.0,0.04,0.04,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(6,133)",Mid Range,Low (0-10%),10.0
"vivo T4R 5G (Arctic White, 256 GB)",24989,24999.0,0.04,0.04,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(67,065)",Mid Range,Low (0-10%),10.0
"vivo T4R 5G (Twilight Blue, 256 GB)",24989,24999.0,0.04,0.04,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(67,065)",Mid Range,Low (0-10%),10.0
"MOTOROLA Edge 60 Pro (Pantone Walnut, 256 GB)",29989,36999.0,18.0,18.95,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(51,042)",Mid Range,Medium (10-30%),7010.0
"POCO C75 5G (Aqua Bliss, 128 GB)",11489,11499.0,0.09,0.09,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(1,63,497)",Mid Range,Low (0-10%),10.0
"POCO C85x (Elite Black, 64 GB)",11489,13499.0,14.0,14.89,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,(741),Mid Range,Medium (10-30%),2010.0
"Ai+ Pulse 1 (Sparkle Red, 64 GB)",7989,7999.0,0.13,0.13,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(48,997)",Budget,Low (0-10%),10.0
"Apple iPhone 15 (Black, 128 GB)",59890,59900.0,0.02,0.02,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(2,74,062)",Premium,Low (0-10%),10.0
"Ai+ Pulse 2 (Blue, 64 GB)",8489,10999.0,22.0,22.82,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(3,127)",Budget,Medium (10-30%),2510.0
"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)",13989,13999.0,0.07,0.07,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(51,496)",Mid Range,Low (0-10%),10.0
"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)",14989,14999.0,0.07,0.07,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(67,297)",Mid Range,Low (0-10%),10.0
"vivo T4R 5G (Arctic White, 256 GB)",26989,26999.0,0.04,0.04,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(6,133)",Mid Range,Low (0-10%),10.0
"realme P4 5G (Steel Grey, 128 GB)",21989,21999.0,0.05,0.05,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(17,590)",Mid Range,Low (0-10%),10.0
"vivo T4R 5G (Arctic White, 128 GB)",22989,23499.0,2.0,2.17,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(67,065)",Mid Range,Low (0-10%),510.0
"vivo T4R 5G (Twilight Blue, 128 GB)",22989,23499.0,2.0,2.17,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(67,065)",Mid Range,Low (0-10%),510.0
"POCO C85x (Sunset Gold, 64 GB)",11489,13499.0,14.0,14.89,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,(741),Mid Range,Medium (10-30%),2010.0
"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",13989,13999.0,0.07,0.07,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(51,496)",Mid Range,Low (0-10%),10.0
"Ai+ Pulse 1 (Black, 64 GB)",7989,7999.0,0.13,0.13,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=2,2026-04-21 17:20:39,"(48,997)",Budget,Low (0-10%),10.0
"vivo T5x 5G (Star Silver, 256 GB)",26989,33999.0,20.0,20.62,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(8,294)",Mid Range,Medium (10-30%),7010.0
"Apple iPhone 15 (Blue, 128 GB)",59890,59900.0,0.02,0.02,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(2,74,062)",Premium,Low (0-10%),10.0
"MOTOROLA G96 5G (Pantone Cattleya Orchid, 128 GB)",18989,20999.0,9.0,9.57,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(98,583)",Mid Range,Low (0-10%),2010.0
"Apple iPhone 16 (Pink, 128 GB)",69890,69900.0,0.01,0.01,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(2,19,094)",Premium,Low (0-10%),10.0
"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 128 GB)",22989,24999.0,8.0,8.04,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(1,36,167)",Mid Range,Low (0-10%),2010.0
"Samsung M06 5G (Sage Green, 128 GB)",13735,15499.0,11.0,11.38,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(1,167)",Mid Range,Medium (10-30%),1764.0
"Ai+ Pulse 1 (Blue, 64 GB)",7989,7999.0,0.13,0.13,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(48,997)",Budget,Low (0-10%),10.0
"Ai+ Pulse 2 (Purple, 128 GB)",9489,11999.0,20.0,20.92,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(1,103)",Budget,Medium (10-30%),2510.0
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 128 GB)",22989,24999.0,8.0,8.04,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(1,36,167)",Mid Range,Low (0-10%),2010.0
"OnePlus Nord 6 (Quick Silver, 256 GB)",39490,52999.0,25.0,25.49,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,(86),Premium,Medium (10-30%),13509.0
"OnePlus Nord 6 (Fresh Mint, 256 GB)",39488,52999.0,25.0,25.49,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,(86),Premium,Medium (10-30%),13511.0
"Samsung Galaxy F06 5G (Lit Violet, 64 GB)",11489,12499.0,8.0,8.08,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(46,284)",Mid Range,Low (0-10%),1010.0
"realme P4 5G (Forge Red, 128 GB)",20989,20999.0,0.05,0.05,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(23,080)",Mid Range,Low (0-10%),10.0
"Infinix GT 30 5G+ Cyber Blue 256 (Cyber Blue, 256 GB)",23999,26999.0,11.0,11.11,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,(123),Mid Range,Medium (10-30%),3000.0
"MOTOROLA Edge 70 Fusion (Pantone SILHOUETTE, 256 GB)",32989,49999.0,34.0,34.02,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,(980),Premium,High (30%+),17010.0
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",26989,27999.0,3.0,3.61,4.4,,mobiles,Shopsy,https://www.shopsy.in/search?q=smartphones&page=3,2026-04-21 17:20:43,"(52,410)",Mid Range,Low (0-10%),1010.0
